year,country_name,gdp,hte,hdi,gr_cap,labor,sec_srv,mob_sub,ter_enr,sci_art,pop,infl,ict_exp,edu_exp,fdi,trade,inet_usr,rnd_exp,p_a,cc,ge,pv,rl,rq,va,foreign_assets,new_business_density,innovation_score,competitiveness_score,ctfp,cwtfp,economic_freedom
2010,Uzbekistan,7.89E+13,,0.681,1.78E+15,11681195,0.070458494,73,9,395,28385506,48.58168995,72428424,,2.64E+14,3.89E+15,451329545,1.22E+13,370,-1.307985425,-0.733642399,-0.720438123,-1.416641831,-1.536477327,-2.085671902,,0.798603024,,,,,47.5
2011,Uzbekistan,8.49E+13,,0.686,1.76E+15,11895354,0.277554231,88,9,381,28823196,21.62650994,135323047,4.94E+14,2.28E+14,4.22E+15,536111446,1.26E+13,282,-1.387564898,-0.698397279,-0.599719346,-1.452401876,-1.557781339,-2.124430656,,0.849674305,,,,,45.8
2012,Uzbekistan,9.09E+13,,0.692,1.9E+15,12085503,0.922701439,69,8,332,29261903,15.3987947,223546397,5.48E+14,1E+14,4.02E+15,690580911,1.41E+13,257,-1.310680032,-0.926168859,-0.518739343,-1.299275875,-1.579983473,-2.033548832,,0.664222785,23.9,45.5,,,45.8
2013,Uzbekistan,9.75E+13,,0.698,2.12E+15,12254472,1.379353732,72,8,353,29724065,11.98789148,204279398,5.6E+14,9.21E+13,4.13E+15,796604942,1.51E+13,299,-1.273433328,-0.931166351,-0.53607899,-1.235500932,-1.603982806,-1.966666818,4.94E+13,0.852773934,23.87,47.9,,,46
2014,Uzbekistan,1.04E+14,,0.703,2.31E+15,12410842,2.415379495,71,8,334,30222994,14.02491763,238659251,5.94E+14,1.04E+14,3.78E+15,1072916287,1.59E+13,345,-1.194759607,-0.637559772,-0.273108631,-1.134453058,-1.729825616,-1.913445711,5.76E+13,0.84414039,25.2,44.7,,,46.5
2015,Uzbekistan,1.12E+14,,0.707,2.47E+15,12549658,5.756219986,70,8,294,30749346,10.50069951,206627264,6.15E+14,1.35E+14,3.44E+15,1316072009,1.85E+13,288,-1.285851717,-0.752948344,-0.374532461,-1.138713837,-1.688058972,-1.956279278,6.57E+13,0.901962848,25.89,43,,,47
2016,Uzbekistan,1.18E+14,,0.714,2.56E+15,12701644,70.99346873,74,8,378,31284568,8.930368493,147502556,6.39E+14,2.28E+14,3.44E+15,1464117782,2.03E+13,353,-1.200567603,-0.661517918,-0.280753702,-1.129178047,-1.63551414,-1.88692987,8.29E+13,1.027442133,,44.6,,,46
2016,Uzbekistan,1.18E+14,,0.714,2.56E+15,12701644,70.99346873,74,8,378,31284568,8.930368493,147502556,6.39E+14,2.28E+14,3.44E+15,1464117782,2.03E+13,353,-1.200567603,-0.661517918,-0.280753702,-1.129178047,-1.63551414,-1.88692987,8.29E+13,1.027442133,,42.2,,,46
2016,Uzbekistan,1.18E+14,,0.714,2.56E+15,12701644,70.99346873,74,8,378,31284568,8.930368493,147502556,6.39E+14,2.28E+14,3.44E+15,1464117782,2.03E+13,353,-1.200567603,-0.661517918,-0.280753702,-1.129178047,-1.63551414,-1.88692987,8.29E+13,1.027442133,,44.6,,,46
2016,Uzbekistan,1.18E+14,,0.714,2.56E+15,12701644,70.99346873,74,8,378,31284568,8.930368493,147502556,6.39E+14,2.28E+14,3.44E+15,1464117782,2.03E+13,353,-1.200567603,-0.661517918,-0.280753702,-1.129178047,-1.63551414,-1.88692987,8.29E+13,1.027442133,,42.2,,,46
2017,Uzbekistan,1.24E+14,39348767,0.719,2.85E+15,12870720,205.7878428,76,9,340,31819178,33.67937038,150650084,6.24E+14,3.2E+14,5.28E+15,1549593969,1.84E+13,357,-1.187155008,-0.630247414,-0.244978666,-1.134591937,-1.291474462,-1.797453523,2.18E+14,1.213246094,,43.3001596,,,52.3
2018,Uzbekistan,1.3E+14,12132374,0.725,3.87E+15,13013307,283.9669124,72,10,351,32373490,25.88115863,156545753,6.29E+14,1.38E+14,8.34E+15,1787016648,1.61E+13,470,-1.082640886,-0.616957963,-0.3044011,-1.098959923,-1.138668895,-1.627351403,2.06E+14,1.639002031,,44.57033579,,,51.5
2019,Uzbekistan,1.39E+14,20474819,0.73,5.11E+15,13149014,460.9779412,101,12,773,32964701,17.57601062,165380389,8.75E+14,4.78E+14,9.03E+15,2320714950,1.57E+13,374,-1.047051072,-0.600097477,-0.296637774,-1.082853436,-1.055322766,-1.652216315,2.32E+14,2.751070341,,45.03082532,,,53.3
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,38.24,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,10.83,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,24.54,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,38.24,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,38.24,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,10.83,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,24.54,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,38.24,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,38.24,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,10.83,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,24.54,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,38.24,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,38.24,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,10.83,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,24.54,48.36292417,,,57.2
2020,Uzbekistan,1.41E+14,42220494,0.723,4.87E+15,13101591,477.6937503,100,16,1259,33586372,10.61033822,166476998,6.98E+14,3.67E+14,7.9E+15,2387991049,1.95E+13,356,-1.073404193,-0.615506291,-0.436698049,-1.117878437,-0.999216437,-1.53147614,2.85E+14,2.756528504,38.24,48.36292417,,,57.2
2021,Uzbekistan,1.53E+14,15074495,0.727,4.92E+15,13423651,595.0292282,103,22,2408,34243696,13.69297328,176265318,8.21E+14,4.51E+14,8.79E+15,2623067114,2.01E+13,413,-0.829755306,-0.26464054,-0.252933234,-0.921241641,-0.595436335,-1.397584558,2.76E+14,,27.39068693,45.18692272,,,58.3
2022,Uzbekistan,1.62E+14,83976163,0.737,4.75E+15,13613027,733.5651567,103,31,2187,34938955,14.46265635,270283246,8.48E+14,4.78E+14,1.03E+16,2931378324,2.57E+13,,-0.75777024,-0.329937309,-0.201336011,-0.85230726,-0.55031544,-1.330923676,2.76E+14,,25.30629712,41.67226554,,,55.7
2023,Uzbekistan,1.72E+14,200637379,0.74,5.54E+15,13809189,823.8737538,,46,,35652307,12.65853803,440972430,9.41E+14,3.65E+14,1.11E+16,3173055323,2.15E+13,,-0.80752933,-0.283767521,-0.154609963,-0.832810998,-0.576817334,-1.30965662,2.74E+14,,26.20969329,42.42349013,,,56.5
2024,Uzbekistan,,,,,13974298,,,,,,,,,,,,,,,,,,,,3.62E+14,,24.70446906,40.29431622,,,55.9
2025,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
1960,Vanuatu,,,,,,,,,,64431,,,,,,,,,,,,,,,,,,,,,
1961,Vanuatu,,,,,,,,,,66264,,,,,,,,,,,,,,,,,,,,,
1962,Vanuatu,,,,,,,,,,68174,,,,,,,,,,,,,,,,,,,,,
1963,Vanuatu,,,,,,,,,,70159,,,,,,,,,,,,,,,,,,,,,
1964,Vanuatu,,,,,,,,,,72219,,,,,,,,,,,,,,,,,,,,,
1965,Vanuatu,,,,,,,,,,74358,,,,,,,,,,,,,,,,,,,,,
1966,Vanuatu,,,,,,,,,,76590,,,,,,,,,,,,,,,,,,,,,
1967,Vanuatu,,,,,,,,,,78921,,,,,,,,,,,,,,,,,,,,,
1968,Vanuatu,,,,,,,,,,81314,,,,,,,,,,,,,,,,,,,,,
1969,Vanuatu,,,,,,,,,,83755,,,,,,,,,,,,,,,,,,,,,
1970,Vanuatu,,,,,,,,,,86266,,,,,,,,,,,,,,,,,,,,,
1971,Vanuatu,,,,,,,,,,88862,,,,,,,,,,,,,,,,,,,,,
1972,Vanuatu,,,,,,,,,,91562,,,,,,,,,,,,,,,,,,,,,
1973,Vanuatu,,,,,,,,,,94362,,,,,,,,,,,,,,,,,,,,,
1974,Vanuatu,,,,,,,,,,97260,,,,,,,,,,,,,,,,,,,,,
1975,Vanuatu,,,,,,,,,,100269,,,,,,,,,,,,,,,,,,,,,
1976,Vanuatu,,,,,,,,,,103388,,,,,,,,,,,,,,,2437000000,,,,,,
1977,Vanuatu,,,,,,,,,,106618,,,,,,,,,,,,,,,3303000000,,,,,,
1978,Vanuatu,,,,,,,,,,109963,,,,,,,,,,,,,,,3555000000,,,,,,
1979,Vanuatu,27198586261,,,,,,,,,113040,,,,1.12E+11,,,,,,,,,,,4034000000,,,,,,
1980,Vanuatu,24098000000,,,,,,,,,115660,13.91266523,,,92177926592,1.69E+12,,,,,,,,,,3288000000,,,,,,
1981,Vanuatu,25153000000,,,,,,,,,118249,15.68222008,,,1.57E+11,1.73E+12,,,,,,,,,,2489960000,,,,,,
1982,Vanuatu,25651000000,,,,,,,,,121035,8.096972313,,,1.55E+11,1.94E+12,,,,,,,,,,5262226587,,,,,,
1983,Vanuatu,26423000000,,,4.85E+11,,,,,,123998,2.797603887,,,1.32E+11,3E+12,,,,,,,,,,6593641481,,,,,,
1984,Vanuatu,28953000000,,,5.1E+11,,,,,,127109,12.16622313,,,1.49E+11,3.26E+12,,,,,,,,,,9103208403,,,,,,
1985,Vanuatu,29243000000,,,5.6E+11,,,,,,130356,-3.450151521,,,1.03E+11,3.23E+12,,,,,,,,,,10625801726,,,,,,
1986,Vanuatu,29199000000,,,6.41E+11,,,,,,133720,-2.972527194,,,46567018076,2.73E+12,,,,,,,,,,13443828654,,,,,,
1987,Vanuatu,28354000000,,,7.88E+11,,,,,,137187,16.47518234,,,2.62E+11,2.66E+12,,,,,,,,,,13173941832,,,,,,
1988,Vanuatu,27874000000,,,7.24E+11,,,,,,140756,9.796055394,,,1.9E+11,2.5E+12,,,,,,,,,,14583138649,,,,,,
1989,Vanuatu,28301000000,,,8.64E+11,,,,,,144393,6.448661887,,,1.68E+11,2.66E+12,,,,,,,,,,21055739799,,,,,,
1990,Vanuatu,31611000000,,,9.36E+11,63940,,,,,148063,-0.968104372,,,2.45E+11,3.56E+12,,,,,,,,,,22274998027,,,,,,
1991,Vanuatu,32606000000,,,6.98E+11,65584,,,,,151793,10.26784854,,,4.13E+11,3.07E+12,,,,,,,,,,21833580147,,,,,,
1992,Vanuatu,33449000000,,,6.43E+11,66911,,,,,155608,2.786181051,,,4.23E+11,3.17E+12,,,,,,,,,,20314591250,,,,,,
1993,Vanuatu,33695000000,,,6.32E+11,67718,,,,,159463,2.062659872,,,4.36E+11,3.2E+12,,,,,,,,,,20824784767,,,,,,
1994,Vanuatu,36755000000,,,7.89E+11,68739,,0,,,163314,2.310300106,,1.51E+11,4.68E+11,3.41E+12,,,,,,,,,,19092792826,,,,,,
1995,Vanuatu,37124000000,,,8.07E+11,70617,,0,,,167137,1.731938822,,,4.62E+11,3.41E+12,,,,,,,,,,22761735586,,,,,,
1996,Vanuatu,37988000000,,,7.08E+11,72580,,0,,1,170911,2.085194744,4046182,,4.76E+11,3.53E+12,9708,,,0.216309443,,1.035551429,0.323560953,,0.62880218,24436461602,,,,,,
1997,Vanuatu,39852000000,,,6.74E+11,74591,,0,,4,174626,3.177022793,3924786,,4.42E+11,3.83E+12,24448,,,,,,,,,24130430503,,,,,,
1998,Vanuatu,40321000000,,,6.76E+11,76797,,0,,1,178313,4.593925214,2587226,3.08E+11,3.13E+11,3.82E+12,48858,,,0.238909855,,1.113963246,0.333779961,,0.639759064,27188130237,,,,,,
1999,Vanuatu,40457000000,,,7.51E+11,79125,,0,4,7,182048,3.078638999,3828352,2.49E+11,2.02E+11,3.69E+12,97942,,,,,,,,,22106261353,,,,,,
2000,Vanuatu,42854000000,,,8.22E+11,81632,,0,4,4,186281,2.178970581,2529536,3E+11,3.19E+11,3.73E+12,393053,,,0.227800235,,1.223599792,0.897578895,,0.639512837,24785203383,,,,,,
2001,Vanuatu,41398000000,,,7.6E+11,84707,,0,4,3,191031,3.624905529,1542980,3.71E+11,2.89E+11,3.63E+12,540618,,,,,,,,,26480465354,,,,,,
2002,Vanuatu,39246000000,,,7.46E+11,87924,,2,5,5,195863,2.874421234,1728356,3.19E+11,2.12E+11,3.6E+12,687479,,,0.230140477,,1.163408518,0.895070076,,0.810420454,24968998115,,,,,,
2003,Vanuatu,40929000000,,,6.64E+11,90943,,4,5,7,200746,0.798742786,2327073,3.46E+11,2.34E+11,3.75E+12,782909,,,0.262945443,,0.764638484,0.911131322,,0.732518852,24993540555,,,,,,
2004,Vanuatu,42561000000,,,9.6E+11,94035,,5,5,11,205711,2.116878194,2430845,,2.31E+11,4.2E+12,977127,,,-0.138781786,-0.250530571,0.624410927,0.460913152,0.063400999,0.276733279,27852713428,,,,,,
2005,Vanuatu,44819000000,,0.561,1.05E+12,97143,,6,,13,210760,0.419541897,2824948,,1.5E+11,4.49E+12,1070661,,,0.29455924,-0.259431392,1.384927273,0.517324984,0.247530341,0.195848137,29790486943,,,,,,
2006,Vanuatu,48611000000,,0.567,1.34E+12,100201,,7,,6,215923,3.87271716,3627899,,4.81E+11,4.35E+12,1263150,,,0.192250758,-0.412535489,1.349654078,0.567534447,0.001730393,0.454070419,32889088882,0.42428512,,,,,
2007,Vanuatu,50009000000,,0.57,1.59E+12,99698,,11,,3,221276,5.776960147,3962179,,3.31E+11,4.51E+12,1504677,,,0.273236156,-0.411243021,1.233010769,0.590501487,-0.446476102,0.392457008,37961474220,0.558247722,,,,,
2008,Vanuatu,52810000000,,0.578,2.13E+12,98678,,15,,4,226896,7.164570575,4228534,3.14E+11,3.37E+11,5.59E+12,1649534,,,0.35745886,-0.282920986,1.185493708,0.509779751,-0.697731018,0.478367478,41098923827,0.496009379,,,,,
2009,Vanuatu,54414000000,,0.579,2.17E+12,97111,,55,,6,232731,2.554714312,3166952,2.81E+11,2.95E+11,5.9E+12,1745482,,,0.338911116,-0.321546137,1.229898453,0.408267707,-0.679592252,0.505319178,32019285132,0.167746076,,,,,58.4
2010,Vanuatu,55099000000,,0.582,1.95E+12,94738,41.97307008,69,,7,238248,1.471708803,6113946,,5.18E+11,5.72E+12,1905984,,,0.300518751,-0.267223597,1.275229573,0.264050841,-0.781638503,0.496133357,22267204840,0.618161148,,,,,56.4
2011,Vanuatu,56829000000,,0.587,1.53E+12,96016,61.608221,55,,8,243474,2.786909882,2984393,,4.51E+11,5.51E+12,2239961,,,0.308373779,-0.213237464,1.109436989,0.298266947,-0.684840024,0.427274108,20366762094,0.514167396,,,,,56.7
2012,Vanuatu,57403000000,,0.587,1.34E+12,97169,96.43085305,57,,7,248883,-0.464035692,1618169,,4.64E+11,6E+12,2638160,,,0.344245106,-0.189505279,1.201700807,0.335755438,-0.744923711,0.395672679,19091042896,0.476038273,,,,,56.6
2013,Vanuatu,57669000000,,0.592,1.54E+12,98219,137.5342853,48,,8,254482,3.00718625,1796845,,4.52E+11,6.14E+12,2875647,,,0.292182297,-0.177780673,1.160386682,0.36686337,-0.537155151,0.437832355,16271942050,0.359558941,,,,,56.6
2014,Vanuatu,59478000000,,0.597,1.4E+12,99196,115.2782047,58,,8,260240,1.391810672,5199657,3.08E+11,1.02E+11,6.27E+12,4892512,,,0.477773845,-0.515380085,0.636045277,0.230482996,-0.325082302,0.591267049,13907843318,0.573880607,,,,,59.5
2015,Vanuatu,59696000000,,0.599,1.91E+12,100128,127.7710343,63,,11,266101,5.863819798,7293963,3.34E+11,2.53E+11,6.75E+12,5960662,,,-0.122023106,-0.820914805,0.458486795,0.124579616,-0.33227396,0.592905164,23867488041,0.53011094,,34.9,,,61.1
2016,Vanuatu,62495000000,,0.603,1.41E+12,101055,169.0635716,77,,13,272087,1.576984077,9866875,4.8E+11,3.54E+11,6.85E+12,6530088,,,-0.087285124,-0.958185077,0.48971042,0.403486192,-0.29666853,0.663929641,34975704363,0.811962075,,38.2,,,60.8
2016,Vanuatu,62495000000,,0.603,1.41E+12,101055,169.0635716,77,,13,272087,1.576984077,9866875,4.8E+11,3.54E+11,6.85E+12,6530088,,,-0.087285124,-0.958185077,0.48971042,0.403486192,-0.29666853,0.663929641,34975704363,0.811962075,,44.8,,,60.8
2016,Vanuatu,62495000000,,0.603,1.41E+12,101055,169.0635716,77,,13,272087,1.576984077,9866875,4.8E+11,3.54E+11,6.85E+12,6530088,,,-0.087285124,-0.958185077,0.48971042,0.403486192,-0.29666853,0.663929641,34975704363,0.811962075,,38.2,,,60.8
2016,Vanuatu,62495000000,,0.603,1.41E+12,101055,169.0635716,77,,13,272087,1.576984077,9866875,4.8E+11,3.54E+11,6.85E+12,6530088,,,-0.087285124,-0.958185077,0.48971042,0.403486192,-0.29666853,0.663929641,34975704363,0.811962075,,44.8,,,60.8
2017,Vanuatu,66443000000,,0.607,1.8E+12,102073,183.1192753,79,,10,278507,5.364086929,9585581,3.01E+11,2.89E+11,7.01E+12,8578016,,,0.002816792,-0.961852789,0.676285207,0.532046556,-0.31760475,0.694491625,38817750071,1.02482767,,35.97577116,,,67.4
2018,Vanuatu,68370000000,,0.612,1.8E+12,103194,203.3239968,85,,8,285259,3.206645275,8382797,5.88E+11,2.81E+11,6.72E+12,9698806,,,-0.18431738,-0.461639583,0.802561283,0.391357094,-0.434423208,0.516283035,53975416740,1.53715079,,36.51721529,,,69.5
2019,Vanuatu,70586000000,,0.622,1.68E+12,104361,359.6075141,87,,10,291985,3.27936283,6954813,1.25E+11,3.98E+11,7.02E+12,10949438,,,-0.284038395,-0.517730772,1.006364584,0.21007888,-0.425862521,0.641337276,69009460995,,,34.39316084,,,56.4
2020,Vanuatu,67062000000,,0.617,3.1E+12,105798,374.7599194,79,,12,298858,2.785341843,7093048,1.46E+11,3.04E+11,4.22E+12,12372721,,,-0.16922608,-0.38405177,0.882161856,0.298903048,-0.379000276,0.648328364,78326529991,,,43.33587709,,,60.7
2021,Vanuatu,66021000000,,0.615,3.59E+12,108101,2818.209162,78,,18,305868,0.699715547,6645961,6.67E+11,2.99E+11,4.08E+12,13978168,,,-0.039679464,-0.551433444,0.900504649,0.449387401,-0.108174562,0.719443202,84942307061,,,43.19653803,,,60.5
2022,Vanuatu,67286000000,,0.621,3.73E+12,112389,2319.147985,78,,15,313046,11.22551719,6448987,7.2E+11,70398068403,4.76E+12,14306202,,,-0.028579803,-0.538524687,0.961862087,0.322184086,-0.090816133,0.58571142,84873365398,,,41.99346799,,,62.9
2023,Vanuatu,68775000000,,0.621,,115453,1635.409742,,,,320409,11.31002133,,7.32E+11,56595664136,,14642691,,,-0.014865154,-0.568605483,0.932254612,0.141380534,-0.119526424,0.627497435,85448898720,,,43.51133918,,,62.1
2024,Vanuatu,,,,,118094,,,,,,,,,,,,,,,,,,,,95782751651,,,43.40495535,,,62.2
2025,Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8
1960,"Venezuela, RB",14395636700,,,3.45E+11,,,,,,8160090,,,,,6.99E+11,,,,,,,,,,1890000,,,,,,
1961,"Venezuela, RB",14855220200,,,2.99E+11,,,,,,8455915,2.013730562,,,,7.23E+11,,,,,,,,,,1828000,,,,,,
1962,"Venezuela, RB",16122806300,,,3.1E+11,,,,,,8756870,0.665054138,,,,7.99E+11,,,,,,,,,,1810000,,,,,,
1963,"Venezuela, RB",16751749100,,,3.08E+11,,,,,,9064021,4.91982978,,,,7.91E+11,,,,,,,,,,2130400,,,,,,
1964,"Venezuela, RB",18616109100,,,3.9E+11,,,,,,9377712,-0.366502858,,,,8.97E+11,,,,,,,,,,2778000,,,,,,
1965,"Venezuela, RB",19391072900,,,4.24E+11,,,,,,9697790,2.167208836,,,,9.35E+11,,,,,,,,,,2677800,,,,,,
1966,"Venezuela, RB",19683926600,,,4.59E+11,,,,,,10024854,2.64492683,,,,8.82E+11,,,,,,,,,,2718470,,,,,,
1967,"Venezuela, RB",20241743300,,,4.59E+11,,,,,,10358513,2.434226821,,,,9.04E+11,,,,,,,,,,3186570,,,,,,
1968,"Venezuela, RB",21726927100,,,5.52E+11,,,,,,10697530,1.065099029,,,,9.73E+11,,,,,,,,,,3407637,,,,,,
1969,"Venezuela, RB",21880327200,,,6.06E+11,,,,,,11040280,1.779461779,,,,9.7E+11,,,,,,,,,,3355294,,,,,,
1970,"Venezuela, RB",23567719300,,,5.85E+11,,,,,,11387790,4.358263178,,98109349993,-4688628444,9.91E+11,,,,,,,,,,3503270,,,,,,
1971,"Venezuela, RB",23916354500,,,6.24E+11,,,,9,,11741008,8.232657592,,99968453213,38858164035,1.06E+12,,,,,,,,,,5368616,,,,,,
1972,"Venezuela, RB",24223154700,,,6.97E+11,,,,11,,12099180,6.268776819,,1.17E+11,-65160136468,1.05E+12,,,,,,,,,,6093847,,,,,,
1973,"Venezuela, RB",25945410800,,,7.37E+11,,,,12,,12463537,11.20039449,,,-12793308633,1.24E+12,,,,,,,,,,8811210,,,,,,
1974,"Venezuela, RB",26482307800,,,5.55E+11,,,,13,,12835351,50.10796879,,1.05E+11,-43628300813,1.63E+12,,,,,,,,,,26192691,,,,,,
1975,"Venezuela, RB",27249303700,,,7.9E+11,,,,14,,13215892,2.262998149,,1.42E+11,41472250554,1.58E+12,,,,,,,,,,36407281,,,,,,
1976,"Venezuela, RB",29355059000,,,1.04E+12,,,,16,,13606284,6.193544324,,,-83058668899,1.72E+12,,,,,,,,,,35012385,,,,,,
1977,"Venezuela, RB",31195851200,,,1.36E+12,,,,,,14006812,8.448427271,,1.64E+11,-258452792,1.94E+12,,,,,,,,,,31913834,,,,,,
1978,"Venezuela, RB",31927985500,,,1.52E+12,,,,18,,14416684,6.086675328,,,5440939674,1.96E+12,,,,,,,,,,25215968,,,,,,
1979,"Venezuela, RB",32172028700,,,1.14E+12,,,,18,,14834552,21.94557925,,,5860244284,1.88E+12,,,,,,,,,,31927381,,,,,,
1980,"Venezuela, RB",30749599600,,,8.7E+11,,,,19,,15258218,28.02723954,,1.35E+11,2860838598,1.76E+12,,,236,,,,,,,27743762,,,,,,
1981,"Venezuela, RB",30638036700,,,8.4E+11,,,,19,,15687297,12.60637591,,1.59E+11,8499345955,1.7E+12,,,176,,,,,,,32656828,,,,,,
1982,"Venezuela, RB",30003521100,,,8.09E+11,,,,20,,16121874,4.284503482,,1.5E+11,11383636781,1.59E+12,,,174,,,,,,,33067368,,,,,,
1983,"Venezuela, RB",28873943400,,,6.16E+11,,,,21,,16562205,3.635256583,,1.75E+11,3675689607,1.03E+12,,,625,,,,,,,43041011,,,,,,
1984,"Venezuela, RB",29290353200,,,4.54E+11,,,,22,,17008841,42.55125659,,1.19E+11,880651785,1.25E+12,,,875,,,,,,,66346734,,,,,,
1985,"Venezuela, RB",29346971500,,,4.92E+11,,,,22,,17461434,10.42021083,,,3220493894,1.16E+12,,,227,,,,,,,69782734,,,,,,
1986,"Venezuela, RB",31257560600,,,6.17E+11,,,,25,,17923536,-1.17682324,,,826425990,1.22E+12,,,282,,,,,,,58718723,,,,,,
1987,"Venezuela, RB",32377097000,,,6.65E+11,,,,24,,18394963,37.44452465,,1.27E+11,1415641684,1.37E+12,,,312,,,,,,,68583785,,,,,,
1988,"Venezuela, RB",34261887100,,,7.57E+11,,,0,25,,18871020,18.49765997,,1.24E+11,5063074075,1.59E+12,,,,,,,,,,26055027,,,,,,
1989,"Venezuela, RB",31325683800,,,5.12E+11,,,0,26,,19348921,89.16312359,9000000,,15325849811,1.67E+12,,,183,,,,,,,210168331,,,,,,
1990,"Venezuela, RB",33351810500,,,4.56E+11,7860356,,0,27,,19827010,41.74065713,9000000,81602211937,30945504421,1.92E+12,,,262,,,,,,,362349591,,,,,,
